dictionary_id,entry_type,match_key,canonical_id,canonical_value,applicable_context,source_name,source_record_id,source_url,source_tier,verification_status,confidence,retrieved_at,evidence_note,dictionary_version
DICT_MFDS_INGREDIENT_197000076,product_ingredient,보나링에이정,DIMENHYDRINATE,디멘히드리네이트,medication,식품의약품안전처 의약품안전나라,197000076,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=197000076,official_regulator,verified_official,0.99,2026-07-15T14:04:28.826873+00:00,Ingredient token was found on the official NEDrug detail page.,item-attribute-evidence-v1.0
DICT_MFDS_INGREDIENT_200901181,product_ingredient,부스코판당의정,HYOSCINE_BUTYLBROMIDE,부틸스코폴라민,medication,식품의약품안전처 의약품안전나라,200901181,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200901181,official_regulator,verified_official,0.99,2026-07-15T14:04:28.826873+00:00,Ingredient token was found on the official NEDrug detail page.,item-attribute-evidence-v1.0
DICT_PRODUCT_INGREDIENT_SAMNAM_ACETAMINOPHEN_500,product_ingredient,삼남아세트아미노펜정,ACETAMINOPHEN,아세트아미노펜,MED_ORAL,삼남제약 제품정보,com_board_id=18&com_board_idx=9,https://www.samnam51.com/bizdemo39879/mp3/mp3_sub15.php?com_board_basic=read_form&com_board_id=18&com_board_idx=9&sub=01,official_manufacturer,verified_official,0.99,2026-07-15T17:28:19.283173+00:00,"Official manufacturer page lists acetaminophen as the active ingredient, 500mg product strength, and package units.",item-attribute-evidence-v1.0
DICT_MFDS_INGREDIENT_199100535,product_ingredient,성광리도아가아제,LIDOCAINE,리도카인,medication,식품의약품안전처 의약품안전나라,199100535,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=199100535,official_regulator,verified_official,0.99,2026-07-15T14:04:28.826873+00:00,Ingredient token was found on the official NEDrug detail page.,item-attribute-evidence-v1.0
DICT_PRODUCT_INGREDIENT_SINIL_THIAMINE_10,product_ingredient,신일티아민염산염정,THIAMINE_HYDROCHLORIDE,티아민염산염,MED_ORAL,건강보험심사평가원 + 약학정보원,653801460,https://www.hira.or.kr/ra/medi/getHistoryList.do?artcNm=653801460&isActivity=Y&isDown=N&pageIndex=1&pgmid=HIRAA030035020000&srchCnd=%5B653801460%5D,official_public_agency,verified_multi_source,0.97,2026-07-15T17:28:19.283173+00:00,HIRA verifies the exact 10mg product code; Korea Pharmaceutical Information Center independently lists thiamine hydrochloride 10mg and Sinil Pharm (https://www.health.kr/searchDrug/result_drug.asp?drug_cd=A11A2070B0018).,item-attribute-evidence-v1.0
DICT_MFDS_INGREDIENT_199901375,product_ingredient,아루펜정,IBUPROFEN,이부프로펜,medication,식품의약품안전처 의약품안전나라,199901375,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=199901375,official_regulator,verified_official,0.99,2026-07-15T14:04:28.826873+00:00,Ingredient token was found on the official NEDrug detail page.,item-attribute-evidence-v1.0
DICT_PRODUCT_INGREDIENT_YUHAN_PENIRAMIN,product_ingredient,페니라민정,CHLORPHENIRAMINE_MALEATE,클로르페니라민말레산염,MED_ORAL,유한양행 제품정보,YPRD_IDX=1865,https://www.yuhan.co.kr/Products/List/?Category=315&YPRD_IDX=1865&cid=177&mode=view&p=1&sf=YPRD_SORT&sm=-1,official_manufacturer,verified_official,0.99,2026-07-15T17:28:19.283173+00:00,"Official manufacturer page lists the product, chlorpheniramine maleate 2mg per tablet, and package unit.",item-attribute-evidence-v1.0
DICT_PRODUCT_INGREDIENT_NELSON_IBUPROFEN_200,product_ingredient,한국넬슨이부프로펜정,IBUPROFEN,이부프로펜,MED_ORAL,한국넬슨제약 제품목록 + 대한의사협회 Drug DB,it_id=1724822145,https://nelsonpharm.co.kr/product/list.php?ca_id=10,official_manufacturer,verified_multi_source,0.97,2026-07-15T17:28:19.283173+00:00,"Official manufacturer catalog lists the 200mg ibuprofen tablet; KMA Drug DB independently matches the legacy raw name, ingredient, strength, manufacturer, and tablet form (https://www.snubi.org/~kma/new_kma/contents/search/?CodeProd=A18400091&_p=ProdInfo1).",item-attribute-evidence-v1.0
DICT_FDA_MANUFACTURER_SAFELAN,product_manufacturer,SafeLan,MANUFACTURER::BOSUNGMEDITECH,"BOSUNGMEDITECH CO., LTD.",MED_SUPPLY,FDA 510(k) K230759,K230759,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K230759.pdf,official_regulator,verified_official,0.99,2026-07-15T17:28:19.283173+00:00,"FDA filing lists BOSUNGMEDITECH CO., LTD. as the applicant for SafeLan.",item-attribute-evidence-v1.0
DICT_PRODUCT_MANUFACTURER_GODEX_CAPSULE,product_manufacturer,고덱스캡슐,MANUFACTURER::CELLTRION_PHARM,셀트리온제약,MED_ORAL,셀트리온제약 제품소개,modify_key=18,https://www.celltrionph.com/ko-kr/product/introducedetail?modify_key=18,official_manufacturer,verified_official,0.98,2026-07-15T17:28:19.283173+00:00,Product is published in the official Celltrion Pharm product catalog.,item-attribute-evidence-v1.0
DICT_PRODUCT_MANUFACTURER_SAMNAM_ACETAMINOPHEN_500,product_manufacturer,삼남아세트아미노펜정,MANUFACTURER::SAMNAM_PHARM,삼남제약,MED_ORAL,삼남제약 제품정보,com_board_id=18&com_board_idx=9,https://www.samnam51.com/bizdemo39879/mp3/mp3_sub15.php?com_board_basic=read_form&com_board_id=18&com_board_idx=9&sub=01,official_manufacturer,verified_official,0.99,2026-07-15T17:28:19.283173+00:00,"Official manufacturer page lists acetaminophen as the active ingredient, 500mg product strength, and package units.",item-attribute-evidence-v1.0
DICT_PRODUCT_MANUFACTURER_SINIL_THIAMINE_10,product_manufacturer,신일티아민염산염정,MANUFACTURER::SINIL_PHARM,신일제약,MED_ORAL,건강보험심사평가원 + 약학정보원,653801460,https://www.hira.or.kr/ra/medi/getHistoryList.do?artcNm=653801460&isActivity=Y&isDown=N&pageIndex=1&pgmid=HIRAA030035020000&srchCnd=%5B653801460%5D,official_public_agency,verified_multi_source,0.97,2026-07-15T17:28:19.283173+00:00,HIRA verifies the exact 10mg product code; Korea Pharmaceutical Information Center independently lists thiamine hydrochloride 10mg and Sinil Pharm (https://www.health.kr/searchDrug/result_drug.asp?drug_cd=A11A2070B0018).,item-attribute-evidence-v1.0
DICT_PRODUCT_MANUFACTURER_YUHAN_PENIRAMIN,product_manufacturer,페니라민정,MANUFACTURER::YUHAN,유한양행,MED_ORAL,유한양행 제품정보,YPRD_IDX=1865,https://www.yuhan.co.kr/Products/List/?Category=315&YPRD_IDX=1865&cid=177&mode=view&p=1&sf=YPRD_SORT&sm=-1,official_manufacturer,verified_official,0.99,2026-07-15T17:28:19.283173+00:00,"Official manufacturer page lists the product, chlorpheniramine maleate 2mg per tablet, and package unit.",item-attribute-evidence-v1.0
DICT_PRODUCT_MANUFACTURER_NELSON_IBUPROFEN_200,product_manufacturer,한국넬슨이부프로펜정,MANUFACTURER::NELSON_PHARM,한국넬슨제약,MED_ORAL,한국넬슨제약 제품목록 + 대한의사협회 Drug DB,it_id=1724822145,https://nelsonpharm.co.kr/product/list.php?ca_id=10,official_manufacturer,verified_multi_source,0.97,2026-07-15T17:28:19.283173+00:00,"Official manufacturer catalog lists the 200mg ibuprofen tablet; KMA Drug DB independently matches the legacy raw name, ingredient, strength, manufacturer, and tablet form (https://www.snubi.org/~kma/new_kma/contents/search/?CodeProd=A18400091&_p=ProdInfo1).",item-attribute-evidence-v1.0
DICT_MFDS_STRENGTH_197800466,product_strength,리나치올캡슐,MFDS_DRUG_STRENGTH::197800466,150mg;375mg;500mg,medication,식품의약품안전처 의약품안전나라,197800466,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=197800466,official_regulator,verified_official,0.99,2026-07-15T14:04:28.826873+00:00,Strength token was found on the official NEDrug detail page.,item-attribute-evidence-v1.0
DICT_MFDS_STRENGTH_197000076,product_strength,보나링에이정,MFDS_DRUG_STRENGTH::197000076,50mg,medication,식품의약품안전처 의약품안전나라,197000076,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=197000076,official_regulator,verified_official,0.99,2026-07-15T14:04:28.826873+00:00,Strength token was found on the official NEDrug detail page.,item-attribute-evidence-v1.0
DICT_MFDS_STRENGTH_200901181,product_strength,부스코판당의정,MFDS_DRUG_STRENGTH::200901181,10mg,medication,식품의약품안전처 의약품안전나라,200901181,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=200901181,official_regulator,verified_official,0.99,2026-07-15T14:04:28.826873+00:00,Strength token was found on the official NEDrug detail page.,item-attribute-evidence-v1.0
DICT_PRODUCT_STRENGTH_SAMNAM_ACETAMINOPHEN_500,product_strength,삼남아세트아미노펜정,MANUFACTURER_PRODUCT::SAMNAM::ACETAMINOPHEN_500_TABLET::STRENGTH,500mg,MED_ORAL,삼남제약 제품정보,com_board_id=18&com_board_idx=9,https://www.samnam51.com/bizdemo39879/mp3/mp3_sub15.php?com_board_basic=read_form&com_board_id=18&com_board_idx=9&sub=01,official_manufacturer,verified_official,0.99,2026-07-15T17:28:19.283173+00:00,"Official manufacturer page lists acetaminophen as the active ingredient, 500mg product strength, and package units.",item-attribute-evidence-v1.0
DICT_PRODUCT_STRENGTH_SINIL_THIAMINE_10,product_strength,신일티아민염산염정,HIRA_DRUG::653801460::STRENGTH,10mg,MED_ORAL,건강보험심사평가원 + 약학정보원,653801460,https://www.hira.or.kr/ra/medi/getHistoryList.do?artcNm=653801460&isActivity=Y&isDown=N&pageIndex=1&pgmid=HIRAA030035020000&srchCnd=%5B653801460%5D,official_public_agency,verified_multi_source,0.97,2026-07-15T17:28:19.283173+00:00,HIRA verifies the exact 10mg product code; Korea Pharmaceutical Information Center independently lists thiamine hydrochloride 10mg and Sinil Pharm (https://www.health.kr/searchDrug/result_drug.asp?drug_cd=A11A2070B0018).,item-attribute-evidence-v1.0
DICT_MFDS_STRENGTH_199901375,product_strength,아루펜정,MFDS_DRUG_STRENGTH::199901375,400mg,medication,식품의약품안전처 의약품안전나라,199901375,https://nedrug.mfds.go.kr/pbp/CCBBB01/getItemDetail?itemSeq=199901375,official_regulator,verified_official,0.99,2026-07-15T14:04:28.826873+00:00,Strength token was found on the official NEDrug detail page.,item-attribute-evidence-v1.0
DICT_PRODUCT_STRENGTH_YUHAN_PENIRAMIN,product_strength,페니라민정,MANUFACTURER_PRODUCT::YUHAN::PENIRAMIN_TABLET::STRENGTH,2mg,MED_ORAL,유한양행 제품정보,YPRD_IDX=1865,https://www.yuhan.co.kr/Products/List/?Category=315&YPRD_IDX=1865&cid=177&mode=view&p=1&sf=YPRD_SORT&sm=-1,official_manufacturer,verified_official,0.99,2026-07-15T17:28:19.283173+00:00,"Official manufacturer page lists the product, chlorpheniramine maleate 2mg per tablet, and package unit.",item-attribute-evidence-v1.0
DICT_PRODUCT_STRENGTH_NELSON_IBUPROFEN_200,product_strength,한국넬슨이부프로펜정,MANUFACTURER_PRODUCT::NELSON::IBUPROFEN_200_TABLET::STRENGTH,200mg,MED_ORAL,한국넬슨제약 제품목록 + 대한의사협회 Drug DB,it_id=1724822145,https://nelsonpharm.co.kr/product/list.php?ca_id=10,official_manufacturer,verified_multi_source,0.97,2026-07-15T17:28:19.283173+00:00,"Official manufacturer catalog lists the 200mg ibuprofen tablet; KMA Drug DB independently matches the legacy raw name, ingredient, strength, manufacturer, and tablet form (https://www.snubi.org/~kma/new_kma/contents/search/?CodeProd=A18400091&_p=ProdInfo1).",item-attribute-evidence-v1.0
DICT_NEEDLE_GAUGE_FDA_GUIDANCE,unit_semantics,G,NEEDLE_GAUGE,needle gauge,needle_device,FDA piston syringe 510(k) guidance,physical_specifications_hypodermic_needle,https://www.fda.gov/regulatory-information/search-fda-guidance-documents/guidance-content-premarket-notification-510k-submissions-piston-syringes,official_regulator,verified_official,1.0,2026-07-15T17:28:19.283173+00:00,"FDA lists syringe size, needle gauge, needle length, and quantity as separate label attributes.",item-attribute-evidence-v1.0
DICT_NEEDLE_GAUGE_ISO6009_FDA,unit_semantics,G,NEEDLE_GAUGE,needle gauge,needle_device,FDA recognized consensus standard ISO 6009:2016,FDA_FR_6-381,https://www.accessdata.fda.gov/scripts/cdrh/cfdocs/cfstandards/detail.cfm?standard__identification_no=34431,official_regulator,verified_multi_source,1.0,2026-07-15T17:28:19.283173+00:00,The recognized standard identifies hypodermic needles by designated metric and Gauge.,item-attribute-evidence-v1.0
